ID,Name,Description,URL,Created,Vendor,Types,"Access Modes","Alt. Names / Keywords","Use Proxy","Friendly URL",Subjects,"More Info","Librarian Review","Map Ct",New,Trial,Featured,"Permitted Uses",Hidden,"Internal Note",Owner,"Landing Page"
5088424,"Nineteenth Century Literature Criticism Online (LCO)","A subset of Literature Criticism Online, Nineteenth-Century Literature Criticism provides excerpts from significant criticism of the works of acclaimed poets, novelists, short story writers, dramatists and philosophers who died between 1800 and 1899.",https://infotrac.galegroup.com/itweb/mlin_m_bostcoll?db=LCO,"2014-09-18 12:07:03 PM",Gale,,,,No,,"English Language & Literature",,,0,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
5088423,"Nineteenth-Century Fiction","250 novels from the period 1782 to 1903, including works by all the major Victorian novelists such as Dickens, Thackeray, the Bronts, Eliot and Hardy, as well as the landmarks of Gothic and other fiction from the Romantic period.",https://search.proquest.com/c19f/advanced?accountid=9673,"2014-09-18 12:06:58 PM",,"E-book/Text collections;Primary sources",,,No,,"English Language & Literature",,,1,No,No,No,,Yes,,"LibApps, Asset Manager",OFF
50516926,"NK Pro","Trial through November 8, 2019    NK Pro provides news and in-depth analysis on North Korea. An array of research tools are available to investigate topics such as leadership, events, trade and missile launches and to explore North Korean media. Visit the &quot;Tutorials&quot; section to learn more about what NK Pro offers.     Please send feedback to Julia Hughes, Librarian for Librarian for Asian Studies",https://www.nknews.org/pro/,"2019-10-08 09:43:45 AM",,,,,Yes,,"Asian Studies, International Studies, Political Science & Government",,,0,No,No,No,,Yes,AIP,"LibApps, Asset Manager",OFF
69481165,"North American City Reports","Trial through 12/15/2022

North American City Reports preserves the full text of surveys, budgets, statistical records, case studies, planning documents, training manuals, policy guidelines, reports, and news from the five hundred largest cities in North America. It also includes select materials from hundreds of related agencies and non-governmental organizations. With more than 150,000 documents, it provides a new and typically unmined source for observing policy in action.

Please send feedback to  Stephen Sturgeon",https://policycommons.net/search/?modules=POCO_POCC_ALL,"2022-11-15 09:37:26 AM",,,,,Yes,,"Business, Communication, Data Services, Economics, Gender Studies, History, Political Science & Government",,,0,No,No,No,,Yes,INP,"Sturgeon, Stephen",OFF
1589487,"North American Immigrant Letters, Diaries and Oral Histories","Letters and diaries by U.S. and Canadian immigrants from 1800-1950.",https://imld.alexanderstreet.com/,"2014-06-09 11:47:27 PM","Alexander Street Press","Primary sources",,,Yes,,History,,,7,No,No,No,,No,ENP,"Scheopner, Erin Kate",OFF
1589377,"North American Women's Letters and Diaries","Collection of women's diaries and letters covering colonial times to 1950.",https://nwld.alexanderstreet.com,"2014-06-09 10:54:55 PM","Alexander Street Press","E-book/Text collections;Primary sources",,,Yes,,"English Language & Literature, Gender Studies",,,18,No,No,No,,No,ENP,"Runge, Steve",OFF
1589489,"Northern Ireland : A Divided Community, 1921-1972 : Cabinet Papers of the Stormont Administration","Archive of the &quot;Cabinet Conclusion&quot; files from all the debates and transactions for the duration of the Stormont Administration, Northern Ireland, 1921-1972",http://go.galegroup.com/gdsc/i.do?action=interpret&id=6ACR&v=2.1&u=mlin_m_bostcoll&it=aboutCollections&p=GDSC&sw=w&authCount=1,"2014-06-09 11:48:28 PM",Gale,,,,No,,"History, Irish Studies, Political Science & Government",,,7,No,No,No,,No,,"Sturgeon, Stephen",OFF
5086907,NoveList,"NoveList K-8 Plus is a database about books specifically for younger readers. It helps kids find books that are just right for their reading level and interests. NoveList features articles, booktalks, book discussion guides, author read-alikes, readers' advisory and a variety of other reader and staff materials for the K-8 environment.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=novelistk8&custid=s4194587","2014-09-18 11:01:31 AM",EBSCO,Reviews,,,No,,"Education, Education K-12 curriculum",,,6,No,No,No,,No,,"Hinson-Williams, Jessica",OFF
55180944,"Novoe Russkoe Slovo","Trial through October 20, 2021  The oldest Russian language periodical in North America (1910-2010)  Please send feedback to Nina Bogdanovsky",https://dlib.eastview.com/browse/udb/3470,"2020-06-09 09:56:54 AM",Eastview,,,,Yes,,"Slavic and Eastern Languages and Literatures",,,0,No,No,No,,Yes,SLP,"Bogdanovsky, Nina",OFF
5087967,"O'Reilly Online Learning","BC login required An online library of information technology and software development books, audiobooks, videos, playlists, and courses including publishers such as Microsoft and O'Reilly Media.",https://go.oreilly.com/boston-college,"2014-09-18 11:50:18 AM",Proquest,,,"Safari Books",No,,"Computer Science, Economics",,,3,No,No,No,,No,ECP,"LibApps, Asset Manager",OFF
1589378,"Oceanic Abstracts","Database for technical literature on marine biology and physical oceanography, fisheries, aquaculture, non-living resources, meteorology and geology, plus environmental, technological, and legislative topics.",https://search.proquest.com/oceanic/advanced?accountid=9673,"2014-06-09 10:55:31 PM",Proquest,Articles,,,No,,"Biology, Earth & Environmental Sciences, Environmental Studies",,,13,No,No,No,,No,,"Stroia, Leea",OFF
1589379,OECD,"Includes key OECD publications such as: Financial Market Trends, Higher Education Management and Policy, Nuclear Law Bulletin, OECD Economic Outlook, OECD Economic Studies, OECD Economic Surveys, OECD Journal of Competition Law & Policy, and OECD Papers. Also includes books by theme, containing monographs and annual reports, on 20 topics: agriculture & food; development; education & skills; emerging economies; employment; energy; enterprise, industry & trade; environment & sustainable development; finance & investment; general economics & future studies; governance; international development; nuclear energy; science & information technology; social issues & migration; statistics sources & methods; taxation; territorial economy; transition economics; transport.",https://www.oecd.org/,"2014-06-09 10:55:43 PM",,Data/statistics,,,No,,"Data Services, International Studies",,,13,No,No,No,,No,ECP,"Leveque, Sophie",OFF
1589491,"OECD Statistics","A selection of the most frequently used OECD statistics. These monthly, quarterly or annual time series cover the OECD's main areas of coverage: Agriculture and Food - Development and Aid - General Economic Problems - Economic Indicators - National Accounts - Employment - Energy - Financial and Fiscal Affairs - Industry, Science and Technology - Foreign Trade.",https://www.oecd-ilibrary.org/statistics,"2014-06-09 11:49:13 PM",,Data/statistics,,,Yes,,,,,30,No,No,No,,Yes,"Per OECD, &quot; IEA databases will not be hosted anymore on OECD iLibrary as from January 2024.&quot; &quot;IEA Statistics used to be provided as part of OECD iLibrary. OECD iLibrary became open access in 2024 but no longer provides IEA statistics. From: Harrassowitz  The publishers has sent us instructions for setting up online access and it became clear, that online access to the content is not provided via IP recognition and a special registration process is required for this database:
In principle, the IEA requests all users of the product to be registered individually on the licence and to access through their personal IEA account, which needs to be set up per user.
We have been confirmed that for the first year the IEA accepts to register one generic user, linked to an IEA account that can be shared by your staff/faculty members. We have no information whether this will be accepted in the following years.
In practice, this means that you open an IEA account with a","LibApps, Asset Manager",OFF
1589151,"Old Testament Abstracts","Old Testament Abstracts features indexing and abstracts for journal articles, monographs, multi-author works, and software related to Old Testament studies. Topics covered include antiquities, archaeology, biblical theology, philology and more.","https://search.ebscohost.com/login.aspx?authtype=ip,shib&profile=advance&defaultdb=oah&custid=s4194587","2011-01-10 06:08:00 PM",EBSCO,Articles,,,No,,Theology,,,14,No,No,No,,No,,"Strauber, Chris",OFF
5078915,"Online Responsa Project","The database includes the Bible and its principal commentaries, the Talmud Bavli and Talmud Yerushalmi with commentaries, Midrash, Zohar, Halachic Law (Rambam, Shulchan Aruch with commentaries), a large Responsa collection of questions and answers ('Shut' in Hebrew), the Talmudic Encyclopedia etc.",https://www.responsa.co.il/default.aspx,"2014-09-17 03:48:21 PM",,"E-book/Text collections",,,Yes,,"Jewish Studies, Theology",,,0,No,No,No,,No,,"Bogdanovsky, Nina",OFF
44305648,OntheBoards.TV,"Contemporary performance films from around the world.",https://www.ontheboards.tv/performances#.W5kgvqZKiUk,"2018-09-12 10:54:31 AM",,"Multimedia;Streaming Video",,"On the Boards TV",Yes,,"Theatre & Dance",,,11,No,No,No,,No,TRP,"Bogdanovsky, Nina",OFF
38556352,"Open Commons of Phenomenology","The Open Commons of Phenomenology is a growing index to the philosophical literature on phenomenology, including books and articles, with links to full-text elsewhere. It also serves as a digital publishing platform for conference proceedings, scholarly websites, and open access journals.",https://ophen.org/,"2018-01-02 01:05:17 PM",,"Articles;E-book/Text collections",,,No,,,,,0,No,No,No,,No,,"Strauber, Chris",OFF
49166148,"Open Library of the Humanities","The Open Library of Humanities (OLH) is a gold open access, peer-reviewed, internationally-supported, academic-led, not-for-profit, mega-journal, multi-journal and books platform for the humanities.",https://www.openlibhums.org/journals/,"2019-07-22 01:47:32 PM",,Articles,,,No,,,,,0,No,No,No,,No,HUP,"LibApps, Asset Manager",OFF
5079363,OpinionArchives,"Full text of some of the most important American opinion periodicals, including American Spectator, Commonweal, Dissent, Harper's Magazine, New York Review of Books, New Yorker, Progressive.",https://metasearch.opinionarchives.com/advanced.html,"2014-09-17 04:05:54 PM",,"Articles;Historical newspapers",,"Opinion Archives",Yes,,History,,,4,No,No,No,,No,,"Libraries, Boston College",OFF
11070726,"Optical Society of America Digital Archives 1 & 2","Optics and photonics literature from core Optical Society of America journals (1917 - ) and conference proceedings (1979 - 2015).",https://opg.optica.org/search.cfm?ibsearch=false,"2015-05-19 02:05:47 PM","OSA Publishing","Articles;Conference proceedings",,,Yes,,Physics,,,0,No,No,No,,No,PHP,"Curtis, Nancy",OFF
1589382,"Oral History Online","Some full text oral history and index of other projects on the web.",https://asp6new.alexanderstreet.com/orhi/,"2014-06-09 10:57:19 PM","Alexander Street Press","Multimedia;Primary sources;Streaming Video",,,Yes,,"History, Irish Studies",,,24,No,No,No,,No,HIP,"Libraries, Boston College",OFF
1589527,"Orbis Europe","A database of comparable financial information for very large public and private companies across Europe.",https://authenticate.bvdep.com/oa-orbiseurope,"2014-06-10 12:02:48 AM",,Data/statistics,,"Moody's Bureau van Dijk Amadeus",Yes,,"Business, Data Services, Economics",,,13,No,No,No,,No,MGP,"Olsen, Douglas",OFF
4926345,"Organic Reactions","Providing critically-evaluated and comprehensive reviews of each of the over 200,000 reactions covered, with discussion of the features, advantages and limitations of each. Search by article title, reaction name or structure.",https://onlinelibrary.wiley.com/book/10.1002/0471264180,"2014-09-09 01:20:02 PM",Wiley,"E-book/Text collections;Data/statistics",,,Yes,,Biology,,,1,No,No,No,,No,CHP,"Curtis, Nancy",OFF
79245270,Overton,"Overton is a full-text indexed database of policy documents and other gray literature. It also acts as a citation engine that can gauge impact of policy work done by or involving faculty and staff at Boston College and other institutions.",https://app.overton.io/lara/openathens/redirect,"2024-12-13 11:22:42 AM",,,,,Yes,,Interdisciplinary,,,4,No,No,No,,No,SWP,"Walsh, Abby",OFF
